smiles,sim,qed,sa
CCCCCN(C)CC1=CC=N1,0.35294117647058826,0.5515109841856931,0.7934207899912037
CCC(CCCC(=O)OC)N(C)C(=O)c1ccc[nH]1,0.4716981132075472,0.7695676568969589,0.7721208807093919
Cc1c2nn(C)c1C(=O)NC2,0.2926829268292683,0.5657358924590398,0.6801448978049751
CN(C)C=CN=C(CCCCN1CCC1=O)NC(=O)c1cnc2cc1C(=O)N2,0.32098765432098764,0.3032160722552503,0.6264844344282251
CNC(C)CC(C)C(=O)NC(C)=O,0.325,0.6628678497492494,0.7348756078587759
O=C(O)NCCCCCc1cc2cnc1oc2=O,0.3275862068965517,0.6481495420184559,0.7313060266020965
COC1=NCc2ccc(cc2C(=O)OC(C)C)SC=C(N=C(C)C)C(=O)N1,0.2972972972972973,0.6328128901755746,0.5537583459460396
COC1=CC=C1C(C)=O,0.35294117647058826,0.5495234129610733,0.7695947513339125
OC1=NC2=CC=CC1=CC=C2,0.175,0.554313226989084,0.5841039042152316
Cc1ccccc1O,0.5,0.5359354364287862,0.954996898807278
CNc1ncccc1OC(=O)C(O)=CC=C(O)c1cccc(Cl)n1,0.3230769230769231,0.25075920897070736,0.7538118672948966
CCNC1=CC(C)=NN2C(=N1)c1ccc2nn1,0.25862068965517243,0.8157717934617612,0.6322570104142375
CCOC1=CC=CC(CC(=O)Sc2ccccc2N2CCC2)=CC=C1C(C)(C)O,0.33766233766233766,0.6386494755842552,0.7383175728224278
CC(O)Cc1c2nnn1nc2N=CN,0.2549019607843137,0.48686252475916236,0.5315051863433636
COc1c(O)cc(C)cc1C(=O)CN1CCOC(=O)NC1=O,0.3230769230769231,0.8056001822973956,0.7976882594578816
CC1CCN(C(=O)C(C)C)CC1,0.625,0.5868167145544037,0.9043490679632318
O=C(C=Cc1ccccc1F)NC1CCCCCOC1,0.5882352941176471,0.8627070512409627,0.8181788940173386
CCSc1cc(C(=O)N2CCN(C(=O)O)CCN3CCN(C2)NC3=O)ccc1NC(C)=O,0.3793103448275862,0.5751658032245685,0.6514865995326325
CC(=Nc1ccc(F)cc1)N1CCN(CCO)CCCC1C,0.375,0.6891130991324792,0.7820441823747546
CC1(C)CC(=O)OCCOC(=O)C1=CC=C(C(=O)F)c1ccc(C(=O)O)o1,0.2878787878787879,0.47989431610367145,0.6740000290262552
CC(O)=c1cccc(O)c(O)nc2cc(ccc2C)c1=O,0.29850746268656714,0.6868425343313341,0.6420487171039352
COCCNC(=O)C(=CC=C1OC1=O)Oc1ccc(C)c(Cl)c1,0.4642857142857143,0.35673539861371856,0.7860858127709169
OC1=CC=CC1=NN1C2=NC1=N2,0.1896551724137931,0.6029027636370711,0.5965009699177826
Cc1cccc(NC(=O)CCc2ccnnn2)c2ccccc2oc(=O)c1,0.42424242424242425,0.7660811973493891,0.7948424677606857
CSc1ccccc1N=C(C(Oc1ccccc1)=C1C=c2nc3c(n(c2=O)CCO3)=C1)N1CC1=O,0.26136363636363635,0.18066915159738484,0.5304758598254729
COC(=O)NN(CCC(C)C1(C)CCO1)Nc1ccc(O)cc1,0.3283582089552239,0.5281221847947427,0.6653719201034234
CC1=NN(c2ccncc2)c2ccc1[nH]c2=O,0.3469387755102041,0.8037142283209036,0.7262048911049753
CC(=O)CCc1ccc(O)cc1,0.47368421052631576,0.7405311470971961,0.9279089018793157
CC(=O)CN1CCCCCN(C)C1=O,0.38461538461538464,0.6666420018645038,0.8548584774332172
O=C1COC(F)=CC=C(c2nc3ccc2NC(=O)CC3)C(=O)N1,0.3333333333333333,0.7479250424367063,0.593785842062886
CCCNCC(C)CCC1CCC(O)C1,0.32727272727272727,0.6370629991089558,0.7445222555329918
CN(COC1=CC=C1Cl)N(CC1CCCC1)C(=O)OC1=CC=C1F,0.34328358208955223,0.5071396261894732,0.6707514330408276
CC(C)(C)CCNC(=O)Nc1ccccc1,0.5833333333333334,0.8062877239158309,0.9226847847903561
CCCC1(C)CNC(N=Nc2ccccc2N(C)CC)=N1,0.2753623188405797,0.838600017914433,0.6693997809261738
NC=Nc1ncc(OC=CC=C2C=CC=c3ccoc4nc(o3)c(N)cc4C2=O)o1,0.1978021978021978,0.28796094483011503,0.44026009126369053
COc1cc2cc(c1)C(C)(C)CC(=O)O2,0.3333333333333333,0.5220594866859033,0.699226758743882
CC(=O)NC(=O)COc1ccc(F)cc1,0.7575757575757576,0.8065231254269605,0.9290893157551618
CC(C)(O)C1CCN1,0.32,0.5084491413714741,0.7360694169568752
CC(=CC1CC1)C1=NC=CN=C(c2cccs2)N1CC(=O)NC(=O)O,0.35064935064935066,0.8460813435459711,0.7162505708277478
CC(CCC(=O)Nc1ccc(NO)cc1)Oc1ccccc1,0.5333333333333333,0.6822435741746576,0.8441369902836916
Cc1ccccc1,0.4444444444444444,0.45880627965754545,1.0
Cc1cccc(N(C)C(C)C)c1,0.5483870967741935,0.6476947859988411,0.8966630102709239
CCCC(=O)Nc1ccc(-c2nnc[nH]2)cn1,0.4339622641509434,0.8367595142727928,0.8116172662423803
COC(=O)C1CC(=O)NC1c1ccc(C(=O)Nc2cc(F)ccc2O)cc1,0.4262295081967213,0.563360782501845,0.7717787000953142
CCCCC(O)C(=O)c1cn[nH]c1C(=O)O,0.41304347826086957,0.6234845981219439,0.7555800806273825
CC1(Cc2ccccc2)CCC1CCc1ccc(C(=O)O)[nH]1,0.43636363636363634,0.834683512333937,0.7239771628831839
COC1=Cc2cc(=O)[nH]nccc(o2)C(O)CCC(C)C1,0.2875,0.8289850630280668,0.5178109724335528
Nc1cc(C(=O)O)ccc1F,0.5428571428571428,0.5967668983210881,0.9204185302728985
CCN1C(=O)C(O)=CC=C2C=CC(C)=CC=COc3ccc(cc3C(C)(C)NC2=O)C1=S,0.2608695652173913,0.6221029647413301,0.5414907563426389
CCC(=O)NC(=O)C(=O)Nc1ccc(OC)cc1,0.5675675675675675,0.7727309855669984,0.9073250259276383
CC(C)C(=O)NC(=O)C(C)(C)O,0.38235294117647056,0.6200045963231883,0.8299323405096507
CN(C(=O)Nc1ccccc1C(=O)O)C(C)(C)C,0.43902439024390244,0.8473156798974298,0.8847483132785852
CON=CC=CN1N=CC(NC(C)(C)C)=CC=C1N,0.23880597014925373,0.5952165632163388,0.6301538977937913
O=C1NCC2=CC=C(C(=O)NCC(F)CNC(=O)c3ccc(F)cc3)OC(=C2)CN1,0.391304347826087,0.5537720989321572,0.5963671574396504
CSC(=O)C(CCOC(C)(C)F)NC(=O)c1ccccc1,0.4339622641509434,0.840805024746714,0.7687510423914407
O=C(OC=CC=C(F)C=NC=C1NC=NN=CO1)N1CCC1,0.25862068965517243,0.48583278819776193,0.588053448713071
O=C(NCCOCCNc1cccc(F)c1)c1ccccn1,0.5,0.7329734957873133,0.8891574742014714
CC(Cl)C(N)=O,0.391304347826087,0.47476681220679173,0.8027147392204255
CCC(=O)NCc1ccccc1O,0.7096774193548387,0.7367990804481513,0.9222545576913268
CC1CCNC(=NC=C(N)CNCC(C)(C)F)CNC(=O)N1,0.2465753424657534,0.5000785785787804,0.544566722330503
COC(=O)c1ccc(S)nc1CN1C(=O)OCC(=O)NC2=CC(=C2)C1=O,0.3484848484848485,0.5863806925410009,0.5915145640104424
CC(=O)N(C)c1ccccc1C,0.6666666666666666,0.6195355142682039,0.9094908948863087
COC(=O)c1ccc(CCCC(=O)c2ccc(C3CCCO3)cc2OC)cc1C(=O)O,0.3815789473684211,0.47292115597934914,0.7971749030372232
CNC(=O)c1ccc(C(=O)N(C)O)ccc(O)c(F)cc1,0.4666666666666667,0.5690104772106064,0.830893224770465
CCc1nc2c([nH]1)NC2=O,0.2978723404255319,0.5930213558709105,0.7321853328846498
CC(C)Nc1c2cnn1-c1ccc(cc1)OCC(=O)NCC(=O)NC2=O,0.30666666666666664,0.5313279326574896,0.616751365706473
CC(C)N1CCN[N+](=O)C2=CC=CC=NC(=CN(C)c3ccccc3C1=O)S2,0.28125,0.735539232485305,0.5485218839755386
N#Cc1ccc(NC(=O)CN2CCC2)c(O)n1,0.36923076923076925,0.7821056778900309,0.8349859826323731
CC(=O)C1=CC=CC=C(C)C2=NN=CC=CC(=N2)O1,0.22916666666666666,0.7215199261440257,0.5183504948200202
CC1=CC=CC=CC=CC=CC=C1CCC(=O)O,0.2692307692307692,0.8128658473374536,0.7140458583120205
C1=CN(N=C(c2ccccc2)N2CC2)c2nc1co2,0.30612244897959184,0.46645005095089076,0.6521427876002338
NC(Cl)=CC=CC(=O)NC1CCC1,0.4,0.40942399503523413,0.7813511388879082
CC1CCC(c2ccc(CO)c(C(=O)O)c2)C2CCC2CCO1,0.31343283582089554,0.8937757747183962,0.6501920699325588
c1cc(OCC2CCN2)c2cc1O2,0.2916666666666667,0.7708515387979928,0.6800347303049777
CSCCN[N+](=O)NCCCN(CC1NC1=O)C(=O)C(C)C,0.2916666666666667,0.1928343689321113,0.6685385382649006
CCC(C)NC(=O)N(C)C(=O)c1ccc(OC)cc1,0.5227272727272727,0.907214954078336,0.8404720989481667
CC(=Nc1ccc(C)cc1)NC(=O)OCCC(C)N(C)c1ccncn1,0.35,0.6337953697900244,0.7355008078909395
C1CC(CCOC2CC2)C1,0.40540540540540543,0.5821381350056543,0.8719479702472872
COc1ccc(CN2CC(=O)N3CCCC3C(=O)NC(=O)CC3=NC(=C3)C2)c(C)c1,0.39705882352941174,0.7559909240562637,0.6000524737714578
CC(N)C(C)NC(=O)C(C)C(C)CCC(=O)O,0.3,0.6220200138459197,0.6966234143102863
CCN1CCC(C)NC(c2cc2=O)=NN2C3=CC=CC=CC=C1C2=CC=C3,0.25333333333333335,0.8809659920577017,0.4718607546020494
O=C(NCCCc1nc2nc(F)c1-2)NCc1ccc(OC(=O)Nc2oc3cc2C3)cc1,0.3333333333333333,0.25568321767099145,0.6850647426170293
CCC(=Cc1ncsn1)C(F)=CC1=CC=CC(N=O)=CC(=O)N1,0.2361111111111111,0.6613314314621999,0.6004583421219081
CC1CC(F)[N+](=O)N1CCOc1ccc(C(N)=O)cn1,0.390625,0.6326206252854718,0.6598866144712754
COc1ccccc1-c1ccc(OC2=Cc3nc2ccc3C(=O)O)c(=O)[nH]1,0.36923076923076925,0.7233549975520993,0.7187400214406359
